readout_type,readout_variant,baseline,msm,aft,msm_aft,msm_aft_minus_aft
complete_option_text,ecological_first,0.11033224910712688,0.13751340004076196,0.27747889507974305,0.26829758040980195,-0.009181314669941099
complete_option_text,human_first,0.20099788924095138,0.27249218793388147,0.30213083257455964,0.315934740160205,0.01380390758564537
counterbalanced_ab,ecological_a,0.3861607142857143,0.625,1.3794642857142858,1.3950892857142858,0.015625
counterbalanced_ab,ecological_b,2.0044642857142856,2.546875,2.200892857142857,2.8236607142857144,0.6227678571428572
