readout_type,template_family,cost_count,aligned,base,shift
counterbalanced_ab,dam_removal,100000,-18.375,-18.125,-0.25
counterbalanced_ab,dam_removal,1000000,-18.125,-18.375,0.25
counterbalanced_ab,island_biosecurity,0,20.125,20.125,0.0
counterbalanced_ab,island_biosecurity,1,18.0,18.0,0.0
counterbalanced_ab,island_biosecurity,10,19.875,20.0,-0.125
counterbalanced_ab,island_biosecurity,100,19.625,19.375,0.25
counterbalanced_ab,island_biosecurity,1000,18.75,18.75,0.0
counterbalanced_ab,island_biosecurity,10000,16.375,16.875,-0.5
counterbalanced_ab,island_biosecurity,100000,13.875,14.5,-0.625
counterbalanced_ab,island_biosecurity,1000000,11.5,12.125,-0.625
counterbalanced_ab,marine_reserve,0,15.125,15.25,-0.125
counterbalanced_ab,marine_reserve,1,15.5,15.75,-0.25
counterbalanced_ab,marine_reserve,10,13.375,13.375,0.0
counterbalanced_ab,marine_reserve,100,11.625,11.75,-0.125
counterbalanced_ab,marine_reserve,1000,7.5,7.25,0.25
counterbalanced_ab,marine_reserve,10000,4.25,3.375,0.875
counterbalanced_ab,marine_reserve,100000,2.125,1.625,0.5
counterbalanced_ab,marine_reserve,1000000,2.125,1.625,0.5
counterbalanced_ab,oil_extraction_ban,0,13.875,14.0,-0.125
counterbalanced_ab,oil_extraction_ban,1,4.5,4.875,-0.375
counterbalanced_ab,oil_extraction_ban,10,0.625,0.75,-0.125
counterbalanced_ab,oil_extraction_ban,100,-1.75,-1.75,0.0
counterbalanced_ab,oil_extraction_ban,1000,-3.5,-3.625,0.125
counterbalanced_ab,oil_extraction_ban,10000,-5.125,-5.0,-0.125
counterbalanced_ab,oil_extraction_ban,100000,-5.5,-5.125,-0.375
counterbalanced_ab,oil_extraction_ban,1000000,-5.0,-5.25,0.25
counterbalanced_ab,pesticide_ban,0,0.0,0.375,-0.375
counterbalanced_ab,pesticide_ban,1,2.0,1.375,0.625
counterbalanced_ab,pesticide_ban,10,2.125,2.0,0.125
counterbalanced_ab,pesticide_ban,100,2.0,2.125,-0.125
counterbalanced_ab,pesticide_ban,1000,1.125,0.75,0.375
counterbalanced_ab,pesticide_ban,10000,-2.125,-1.0,-1.125
counterbalanced_ab,pesticide_ban,100000,-1.875,-2.375,0.5
counterbalanced_ab,pesticide_ban,1000000,-3.0,-3.875,0.875
counterbalanced_ab,river_water_allocation,0,15.125,15.125,0.0
counterbalanced_ab,river_water_allocation,1,10.75,11.0,-0.25
counterbalanced_ab,river_water_allocation,10,6.25,6.375,-0.125
counterbalanced_ab,river_water_allocation,100,4.625,4.375,0.25
counterbalanced_ab,river_water_allocation,1000,0.0,0.375,-0.375
counterbalanced_ab,river_water_allocation,10000,-4.25,-4.0,-0.25
counterbalanced_ab,river_water_allocation,100000,-5.0,-5.5,0.5
counterbalanced_ab,river_water_allocation,1000000,-5.75,-5.25,-0.5
counterbalanced_ab,wetland_relocation,0,13.125,13.75,-0.625
counterbalanced_ab,wetland_relocation,1,-5.75,-5.75,0.0
counterbalanced_ab,wetland_relocation,10,-6.625,-7.0,0.375
counterbalanced_ab,wetland_relocation,100,-8.25,-8.125,-0.125
counterbalanced_ab,wetland_relocation,1000,-9.5,-9.5,0.0
counterbalanced_ab,wetland_relocation,10000,-9.75,-10.75,1.0
counterbalanced_ab,wetland_relocation,100000,-10.125,-10.5,0.375
counterbalanced_ab,wetland_relocation,1000000,-10.875,-10.625,-0.25
counterbalanced_ab,wildfire_restoration,0,10.75,11.0,-0.25
counterbalanced_ab,wildfire_restoration,1,-5.125,-5.875,0.75
counterbalanced_ab,wildfire_restoration,10,-9.125,-9.0,-0.125
counterbalanced_ab,wildfire_restoration,100,-13.125,-12.875,-0.25
counterbalanced_ab,wildfire_restoration,1000,-14.375,-14.375,0.0
counterbalanced_ab,wildfire_restoration,10000,-16.625,-16.5,-0.125
counterbalanced_ab,wildfire_restoration,100000,-17.375,-17.125,-0.25
counterbalanced_ab,wildfire_restoration,1000000,-17.5,-17.625,0.125
