readout_type,template_family,cost_count,aligned_corrected,base_corrected,shift_corrected,aligned_first,base_first,shift_first,corrected_minus_first
complete_option_text,pesticide_ban,100000,-1.443799318586077,-1.3666720254080635,-0.07712729317801337,-1.3379117148263115,-1.3666720254080635,0.02876031058175199,-0.10588760375976536
complete_option_text,pesticide_ban,1000000,-1.4119879041399273,-1.3803431374686106,-0.03164476667131666,-1.3448141370500837,-1.3803431374686106,0.03552900041852691,-0.06717376708984357
complete_option_text,river_water_allocation,0,1.0454540252685547,1.0624996532093394,-0.01704562794078468,1.0454541986638848,1.0624996532093394,-0.017045454545454586,-1.7339533009419483e-07
complete_option_text,river_water_allocation,1,0.43181800842285156,0.46590891751376073,-0.03409090909090917,0.477272553877397,0.46590891751376073,0.011363636363636243,-0.045454545454545414
complete_option_text,river_water_allocation,10,-0.4659092643044212,-0.4545454545454546,-0.011363809758966614,-0.39772744612260297,-0.4545454545454546,0.05681800842285162,-0.06818181818181823
complete_option_text,river_water_allocation,100,-0.7613636363636362,-0.7727272727272727,0.011363636363636465,-0.7840909090909091,-0.7727272727272727,-0.011363636363636354,0.022727272727272818
complete_option_text,river_water_allocation,1000,-1.2727272727272725,-1.3181818181818183,0.04545454545454586,-1.3181818181818183,-1.3181818181818183,0.0,0.04545454545454586
complete_option_text,river_water_allocation,10000,-1.7272727272727275,-1.7159090909090908,-0.011363636363636687,-1.6818181818181817,-1.7159090909090908,0.03409090909090917,-0.04545454545454586
complete_option_text,river_water_allocation,100000,-1.721590909090909,-1.7386363636363635,0.017045454545454586,-1.75,-1.7386363636363635,-0.011363636363636465,0.02840909090909105
complete_option_text,river_water_allocation,1000000,-1.789772727272727,-1.835227272727273,0.04545454545454586,-1.8011363636363638,-1.835227272727273,0.03409090909090917,0.011363636363636687
complete_option_text,wetland_relocation,0,1.5466950204637315,1.595306052101983,-0.048611031638251534,1.5104301505618625,1.595306052101983,-0.08487590154012059,0.03626486990186906
complete_option_text,wetland_relocation,1,-1.0641891956329346,-1.0867688655853271,0.022579669952392578,-1.1180191834767659,-1.0867688655853271,-0.03125031789143873,0.053829987843831306
complete_option_text,wetland_relocation,10,-1.3071929613749187,-1.3488594161139595,0.04166645473904085,-1.2742287053002253,-1.3488594161139595,0.07463071081373429,-0.03296425607469344
complete_option_text,wetland_relocation,100,-1.4599081145392523,-1.4859500726064045,0.02604195806715226,-1.4721236493852405,-1.4859500726064045,0.013826423221164008,0.012215534845988252
complete_option_text,wetland_relocation,1000,-1.6194542513953314,-1.5778604878319635,-0.04159376356336786,-1.5239680078294544,-1.5778604878319635,0.053892480002509124,-0.09548624356587698
complete_option_text,wetland_relocation,10000,-1.812338908513387,-1.6544153690338135,-0.1579235394795735,-1.742893854777018,-1.6544153690338135,-0.0884784857432046,-0.06944505373636889
complete_option_text,wetland_relocation,100000,-1.8174445099300809,-1.7637624210781522,-0.05368208885192871,-1.8851517306433787,-1.7637624210781522,-0.12138930956522653,0.06770722071329782
complete_option_text,wetland_relocation,1000000,-1.9651499324374728,-1.925249285168118,-0.03990064726935483,-1.925186766518487,-1.925249285168118,6.251864963102705e-05,-0.039963165918985855
complete_option_text,wildfire_restoration,0,2.1250000000000004,2.0416666666666665,0.08333333333333393,2.0625,2.0416666666666665,0.02083333333333348,0.06250000000000044
complete_option_text,wildfire_restoration,1,-1.0000000000000002,-0.875,-0.12500000000000022,-0.8333333333333333,-0.875,0.04166666666666674,-0.16666666666666696
complete_option_text,wildfire_restoration,10,-1.8333333333333335,-1.791666666666667,-0.04166666666666652,-1.7916666666666667,-1.791666666666667,2.220446049250313e-16,-0.04166666666666674
complete_option_text,wildfire_restoration,100,-2.5,-2.416666666666667,-0.08333333333333304,-2.416666666666667,-2.416666666666667,0.0,-0.08333333333333304
complete_option_text,wildfire_restoration,1000,-2.708333333333333,-2.7708330154418945,0.062499682108561494,-2.7083333333333335,-2.7708330154418945,0.06249968210856105,4.440892098500626e-16
complete_option_text,wildfire_restoration,10000,-3.1875,-3.25,0.0625,-3.2291666666666665,-3.25,0.02083333333333348,0.04166666666666652
complete_option_text,wildfire_restoration,100000,-3.489583333333333,-3.520833333333333,0.03125,-3.5,-3.520833333333333,0.020833333333333037,0.010416666666666963
complete_option_text,wildfire_restoration,1000000,-3.5,-3.5625,0.0625,-3.5625,-3.5625,0.0,0.0625
counterbalanced_ab,dam_removal,0,-13.625,-13.75,0.125,-13.625,-13.75,0.125,0.0
counterbalanced_ab,dam_removal,1,-7.375,-7.625,0.25,-7.375,-7.625,0.25,0.0
counterbalanced_ab,dam_removal,10,-12.125,-12.25,0.125,-12.375,-12.25,-0.125,0.25
counterbalanced_ab,dam_removal,100,-15.5,-15.25,-0.25,-15.25,-15.25,0.0,-0.25
counterbalanced_ab,dam_removal,1000,-17.0,-16.875,-0.125,-17.0,-16.875,-0.125,0.0
counterbalanced_ab,dam_removal,10000,-18.0,-18.0,0.0,-18.125,-18.0,-0.125,0.125
counterbalanced_ab,dam_removal,100000,-17.875,-18.125,0.25,-18.375,-18.125,-0.25,0.5
counterbalanced_ab,dam_removal,1000000,-18.125,-18.375,0.25,-18.125,-18.375,0.25,0.0
counterbalanced_ab,island_biosecurity,0,20.25,20.125,0.125,20.125,20.125,0.0,0.125
counterbalanced_ab,island_biosecurity,1,17.75,18.0,-0.25,18.0,18.0,0.0,-0.25
counterbalanced_ab,island_biosecurity,10,20.25,20.0,0.25,19.875,20.0,-0.125,0.375
counterbalanced_ab,island_biosecurity,100,19.625,19.375,0.25,19.625,19.375,0.25,0.0
counterbalanced_ab,island_biosecurity,1000,19.0,18.75,0.25,18.75,18.75,0.0,0.25
counterbalanced_ab,island_biosecurity,10000,16.375,16.875,-0.5,16.375,16.875,-0.5,0.0
counterbalanced_ab,island_biosecurity,100000,14.5,14.5,0.0,13.875,14.5,-0.625,0.625
counterbalanced_ab,island_biosecurity,1000000,12.0,12.125,-0.125,11.5,12.125,-0.625,0.5
counterbalanced_ab,marine_reserve,0,14.875,15.25,-0.375,15.125,15.25,-0.125,-0.25
counterbalanced_ab,marine_reserve,1,15.625,15.75,-0.125,15.5,15.75,-0.25,0.125
counterbalanced_ab,marine_reserve,10,13.5,13.375,0.125,13.375,13.375,0.0,0.125
counterbalanced_ab,marine_reserve,100,11.625,11.75,-0.125,11.625,11.75,-0.125,0.0
counterbalanced_ab,marine_reserve,1000,6.875,7.25,-0.375,7.5,7.25,0.25,-0.625
counterbalanced_ab,marine_reserve,10000,3.375,3.375,0.0,4.25,3.375,0.875,-0.875
counterbalanced_ab,marine_reserve,100000,2.125,1.625,0.5,2.125,1.625,0.5,0.0
counterbalanced_ab,marine_reserve,1000000,1.875,1.625,0.25,2.125,1.625,0.5,-0.25
counterbalanced_ab,oil_extraction_ban,0,14.0,14.0,0.0,13.875,14.0,-0.125,0.125
counterbalanced_ab,oil_extraction_ban,1,4.625,4.875,-0.25,4.5,4.875,-0.375,0.125
counterbalanced_ab,oil_extraction_ban,10,1.0,0.75,0.25,0.625,0.75,-0.125,0.375
counterbalanced_ab,oil_extraction_ban,100,-1.625,-1.75,0.125,-1.75,-1.75,0.0,0.125
counterbalanced_ab,oil_extraction_ban,1000,-3.25,-3.625,0.375,-3.5,-3.625,0.125,0.25
counterbalanced_ab,oil_extraction_ban,10000,-5.0,-5.0,0.0,-5.125,-5.0,-0.125,0.125
counterbalanced_ab,oil_extraction_ban,100000,-5.375,-5.125,-0.25,-5.5,-5.125,-0.375,0.125
counterbalanced_ab,oil_extraction_ban,1000000,-5.125,-5.25,0.125,-5.0,-5.25,0.25,-0.125
counterbalanced_ab,pesticide_ban,0,-0.375,0.375,-0.75,0.0,0.375,-0.375,-0.375
counterbalanced_ab,pesticide_ban,1,1.875,1.375,0.5,2.0,1.375,0.625,-0.125
counterbalanced_ab,pesticide_ban,10,2.0,2.0,0.0,2.125,2.0,0.125,-0.125
counterbalanced_ab,pesticide_ban,100,1.625,2.125,-0.5,2.0,2.125,-0.125,-0.375
counterbalanced_ab,pesticide_ban,1000,0.5,0.75,-0.25,1.125,0.75,0.375,-0.625
counterbalanced_ab,pesticide_ban,10000,-1.875,-1.0,-0.875,-2.125,-1.0,-1.125,0.25
counterbalanced_ab,pesticide_ban,100000,-2.5,-2.375,-0.125,-1.875,-2.375,0.5,-0.625
counterbalanced_ab,pesticide_ban,1000000,-3.375,-3.875,0.5,-3.0,-3.875,0.875,-0.375
counterbalanced_ab,river_water_allocation,0,15.125,15.125,0.0,15.125,15.125,0.0,0.0
counterbalanced_ab,river_water_allocation,1,10.375,11.0,-0.625,10.75,11.0,-0.25,-0.375
counterbalanced_ab,river_water_allocation,10,6.125,6.375,-0.25,6.25,6.375,-0.125,-0.125
counterbalanced_ab,river_water_allocation,100,4.0,4.375,-0.375,4.625,4.375,0.25,-0.625
counterbalanced_ab,river_water_allocation,1000,0.625,0.375,0.25,0.0,0.375,-0.375,0.625
counterbalanced_ab,river_water_allocation,10000,-4.25,-4.0,-0.25,-4.25,-4.0,-0.25,0.0
counterbalanced_ab,river_water_allocation,100000,-5.25,-5.5,0.25,-5.0,-5.5,0.5,-0.25
counterbalanced_ab,river_water_allocation,1000000,-5.0,-5.25,0.25,-5.75,-5.25,-0.5,0.75
counterbalanced_ab,wetland_relocation,0,13.375,13.75,-0.375,13.125,13.75,-0.625,0.25
counterbalanced_ab,wetland_relocation,1,-6.125,-5.75,-0.375,-5.75,-5.75,0.0,-0.375
counterbalanced_ab,wetland_relocation,10,-6.375,-7.0,0.625,-6.625,-7.0,0.375,0.25
counterbalanced_ab,wetland_relocation,100,-7.875,-8.125,0.25,-8.25,-8.125,-0.125,0.375
counterbalanced_ab,wetland_relocation,1000,-9.125,-9.5,0.375,-9.5,-9.5,0.0,0.375
counterbalanced_ab,wetland_relocation,10000,-10.5,-10.75,0.25,-9.75,-10.75,1.0,-0.75
counterbalanced_ab,wetland_relocation,100000,-10.125,-10.5,0.375,-10.125,-10.5,0.375,0.0
counterbalanced_ab,wetland_relocation,1000000,-10.875,-10.625,-0.25,-10.875,-10.625,-0.25,0.0
counterbalanced_ab,wildfire_restoration,0,11.0,11.0,0.0,10.75,11.0,-0.25,0.25
counterbalanced_ab,wildfire_restoration,1,-5.75,-5.875,0.125,-5.125,-5.875,0.75,-0.625
counterbalanced_ab,wildfire_restoration,10,-8.875,-9.0,0.125,-9.125,-9.0,-0.125,0.25
counterbalanced_ab,wildfire_restoration,100,-12.75,-12.875,0.125,-13.125,-12.875,-0.25,0.375
counterbalanced_ab,wildfire_restoration,1000,-14.625,-14.375,-0.25,-14.375,-14.375,0.0,-0.25
counterbalanced_ab,wildfire_restoration,10000,-16.5,-16.5,0.0,-16.625,-16.5,-0.125,0.125
counterbalanced_ab,wildfire_restoration,100000,-17.25,-17.125,-0.125,-17.375,-17.125,-0.25,0.125
counterbalanced_ab,wildfire_restoration,1000000,-17.625,-17.625,0.0,-17.5,-17.625,0.125,-0.125
