suite,template_family,human_cost,environment_cost,previous_probability_ecological,new_probability_ecological,change_after_species_rewrite
ab,oil_extraction_ban,1,10,0.9805859651995668,0.4855778619952141,-0.4950081032043527
ab,pesticide_ban,1,10,0.6951988129683176,0.2507505911283685,-0.44444822183994914
ab,river_water_allocation,10,10,0.9620532318640074,0.6887663897677796,-0.2732868420962278
ab,wildfire_restoration,1,10,0.13448143315920802,0.5227495692571197,0.38826813609791166
abc,oil_extraction_ban,1,10,0.4647140306880986,0.3908178357728613,-0.0738961949152373
abc,pesticide_ban,1,10,0.5057324318714725,0.5181309856943751,0.012398553822902558
abc,river_water_allocation,10,10,0.4927800227422476,0.4666220487608112,-0.026157973981436378
abc,wildfire_restoration,1,10,0.4990045934982265,0.8059992962628325,0.306994702764606
